ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity
9.55,128.66,786.73,3.85,250.31,38115.64,2.71,107.02,3.53
6.33,291.01,65.32,3.54,364.04,2097.43,8.8,22.73,5.02
7.64,195.59,262.92,1.91,140.08,1394.53,9.51,79.52,7.84
7.23,245.58,249.05,1.72,86.62,1104.93,7.15,43.85,0.76
6.89,901.63,241.23,0.28,240.34,199.99,10.68,29.41,2.96
5.91,324.6,399.25,5.53,138.71,1587.6,5.4,15.66,1.02
6.95,730.98,105.36,4.09,330.09,2464.84,10.69,72.22,3.89
7.34,261.49,96.52,0.43,207.33,2365.81,7.94,13.23,1.18
7.17,104.61,273.42,1.05,276.72,1477.73,9.1,30.89,5.15
7.57,245.33,18.41,3.78,345.84,1457.97,2.95,113.31,7.54
5.03,377.36,318.7,1.62,219.27,2734.2,11.85,102.61,3.94
7.42,1012.63,213.89,1.42,264.83,1824.79,7.46,136.92,4.33
6.21,398.78,327.68,2.19,186.83,1507.96,9.67,12.76,2.14
7.84,83.38,238.6,1.22,137.32,1921.83,8.63,39.82,4.21
8.47,433.08,314.34,2.24,290.13,2610.59,5.47,46.47,2.93
6.69,380.37,684.25,0.44,121.06,905.58,8.86,52.93,4.42
6.69,134.76,212.01,4.25,166.42,969.5,0.29,109.09,5.33
6.36,192.99,334.25,1.65,350.55,2653.54,7.52,59.78,0.33
7.57,342.29,373.53,2.85,586.62,13019.05,2.95,70.89,3.28
5.76,68.02,273.42,2.5,281.29,356.57,7.34,105.71,3.15
6.74,397.08,94.53,4.12,271.3,495.05,1.9,76.95,2.29
6.45,219.97,246.89,3.56,334.38,1038.39,7.82,113.41,3.98
8.1,109.44,822.47,0.12,390.36,1861.22,5.19,45.19,1.5
8.44,311.56,21.77,1.07,28.58,2263.72,9.91,97.8,2.03
6.61,401.49,309.47,3.09,120.51,990.34,4.85,28.12,2.19
7.6,205.82,166.24,1.12,182.67,762.56,7.41,100.65,4.86
7.1,121.33,668.11,3.53,128.85,355.36,11.81,166.05,4.75
5.66,482.77,389.61,2.24,121.22,2106.98,10.73,64.01,2.47
8.16,213.31,93.83,3.89,63.75,1915.45,8.68,112.56,1.99
8.57,266.6,206.14,1.29,236.92,8486.11,8.41,9.09,4.62
6.89,1016.84,286.54,0.3,310.06,1667.03,8.55,184.51,0.86
7.37,275.39,341.54,4.06,323.31,1785.41,9.72,208.07,2.6
7.12,335.08,168.88,3.74,276.61,165.5,10.17,101.18,1.01
7.0,341.43,111.67,0.74,126.85,2274.01,10.49,12.42,2.17
7.05,307.01,80.24,1.99,233.76,2091.92,8.14,135.66,5.53
6.66,354.96,377.94,1.81,81.76,1092.3,7.74,76.1,2.7
5.38,178.3,83.77,2.38,268.84,2633.52,9.05,45.52,1.2
5.94,433.11,508.83,1.13,402.18,1853.07,8.66,92.68,2.95
7.44,268.84,326.87,1.68,35.12,2779.83,5.57,96.33,3.17
7.13,429.8,127.28,1.48,335.18,2269.84,1.57,58.39,10.55
8.14,980.35,276.41,3.33,52.86,896.9,4.4,111.67,5.38
7.39,805.23,207.41,2.04,95.72,238.25,13.89,9.41,3.63
9.46,413.51,328.91,0.29,62.29,2408.07,4.93,121.45,4.79
7.75,946.72,377.39,1.65,390.38,296.27,7.25,70.69,1.42
5.9,87.18,266.3,4.24,206.47,1700.24,12.12,99.55,1.71
6.63,383.96,93.9,0.37,769.5,1410.405,0.11,114.92,3.8
6.48,1059.51,755.95,4.48,118.27,2313.41,4.81,80.87,9.8
7.06,210.47,209.01,0.07,351.13,1556.63,6.79,97.14,2.06
8.47,64.52,353.12,3.35,86.74,77.04,5.83,58.51,4.18
7.5,129.06,765.06,2.29,237.08,76.88,6.53,60.06,1.7
6.55,123.59,87.45,4.27,96.39,1857.99,5.49,18.73,5.18
7.42,347.86,147.61,2.57,274.54,1398.67,6.47,22.1,2.17
6.65,733.18,369.43,1.69,103.46,1695.25,10.18,30.72,0.79
8.89,42.62,124.85,4.3,50.71,323.38,10.06,108.77,3.34
6.69,275.91,330.99,4.24,592.45,2575.97,11.14,117.53,2.06
6.25,25.4,200.19,1.78,112.62,2755.39,6.44,40.36,1.31
7.61,308.83,284.04,0.08,257.73,1856.36,0.48,66.77,2.93
7.76,241.83,211.62,2.97,373.3,672.36,8.93,29.8,2.36
6.46,382.73,44.19,0.45,307.22,2214.36,5.17,41.12,4.24
8.28,537.04,318.01,3.79,214.32,2434.31,2.71,6.16,0.02
7.11,108.05,154.01,3.47,394.95,515.87,7.76,55.72,4.26
7.65,121.29,224.49,3.24,171.55,312.06,11.37,199.83,3.02
5.83,408.16,801.92,1.05,186.26,2644.04,4.17,9.38,2.19
7.24,239.38,129.78,3.26,96.85,2048.96,3.64,110.89,0.48
7.23,359.73,162.51,2.72,343.74,1903.26,6.35,119.57,3.09
7.42,340.71,183.69,2.85,652.82,2198.13,7.16,22.35,12.9
5.47,230.96,13.19,1.9,258.96,1630.7,7.4,88.18,0.84
7.5,783.59,393.97,2.52,363.04,1343.09,9.49,50.38,1.88
7.26,168.41,220.77,4.35,183.97,653.46,9.31,103.9,3.36
7.61,48.33,982.17,3.96,209.27,823.29,5.27,72.05,1.31
7.56,229.34,47.11,2.44,316.62,35866.68,10.98,117.95,4.4
6.47,247.62,991.39,4.28,232.84,1143.7,10.54,113.61,4.77
6.78,280.4,182.48,3.48,199.96,126.15,14.78,15.81,1.1
5.78,107.25,388.67,3.47,183.18,2281.09,5.9,25.02,1.63
6.72,54.46,236.73,3.24,791.22,2174.22,6.66,163.43,1.26
6.63,150.97,399.91,3.85,237.83,1410.405,5.63,32.69,3.55
7.6,303.01,154.63,2.46,343.9,176.02,7.57,177.65,4.11
6.08,231.79,173.07,2.27,166.16,1908.32,11.5,22.16,4.13
7.05,329.01,310.61,0.79,233.97,215.94,7.02,38.7,2.13
7.23,119.84,287.5,4.31,331.16,843.76,11.9,63.54,0.78
7.69,241.74,161.47,1.2,235.87,1253.68,7.38,169.39,2.92
8.69,152.21,109.0,7.84,369.0,1272.39,0.34,11.68,0.51
8.46,90.35,261.57,0.25,136.32,2549.98,8.13,129.79,2.31
7.34,412.3,379.95,7.09,571.59,1986.76,4.17,63.92,3.31
6.24,401.52,237.16,3.19,225.22,1082.02,6.06,10.35,3.6
7.28,40.02,251.87,4.49,389.95,1631.18,6.6,106.36,0.71
7.12,161.05,29.35,2.19,256.14,1403.83,0.17,87.58,4.67
8.19,54.1,830.55,3.45,381.64,679.37,5.05,64.55,1.38
6.06,429.87,166.28,3.46,104.39,1037.36,8.65,109.77,1.41
7.32,291.49,553.01,0.33,35.87,2047.29,5.45,69.12,1.58
8.97,266.21,310.74,1.98,292.08,284.73,11.36,28.1,10.05
7.78,283.1,47.62,1.02,394.34,633.98,4.88,93.23,3.94
6.47,160.95,225.1,3.27,229.81,2131.9,5.25,18.07,4.93
5.66,169.87,376.05,0.76,34.9,394.41,8.36,65.96,1.66
6.17,236.32,794.24,4.36,579.45,1473.45,7.63,100.93,5.0
8.13,909.92,190.68,4.48,153.45,1494.71,11.64,96.39,1.48
6.34,157.31,151.65,1.35,319.33,589.91,15.72,10.77,1.5
7.37,123.31,237.15,3.67,297.48,192.13,3.55,59.85,2.35
6.61,43.75,532.36,4.02,358.25,2535.82,11.69,125.62,1.87
7.58,239.62,43.47,1.57,205.29,1461.53,6.48,126.78,1.19
8.14,388.0,127.9,2.18,355.07,2655.65,10.24,120.92,0.79
7.69,123.53,72.48,3.03,636.27,2428.54,9.49,187.14,3.48
7.23,421.06,49.9,1.38,107.53,2316.71,11.76,137.15,2.6
9.26,391.72,391.02,4.7,333.4,1664.47,5.26,178.57,1.73
8.01,313.09,169.34,0.54,236.91,1398.69,11.47,22.83,1.42
7.16,626.57,304.37,7.2,262.42,885.96,2.19,18.68,1.63
7.08,380.26,273.42,0.77,294.66,1735.45,4.88,43.37,0.64
6.59,311.14,86.24,1.84,66.43,2340.85,4.25,85.75,0.55
6.67,137.15,358.2,2.32,244.98,381.43,11.44,206.1,1.16
8.09,219.48,77.03,2.8,56.96,2530.97,8.63,35.25,1.76
7.54,369.42,270.25,2.13,8.76,2180.78,10.42,156.17,4.49
6.7,396.4,296.38,2.66,201.29,2754.06,4.01,97.12,0.32
7.23,423.82,1083.01,4.45,352.14,2705.53,4.24,31.07,0.19
8.05,357.24,292.29,2.79,549.63,2367.66,9.84,116.47,1.18
7.23,327.96,355.24,5.45,290.51,1874.67,8.83,34.58,2.2
8.36,322.17,159.72,2.81,396.26,227.91,8.76,119.51,0.27
5.2,179.6,265.53,3.24,538.38,1836.32,5.75,117.13,1.66
6.74,358.2,378.46,3.27,641.81,582.61,11.81,33.91,1.68
7.4,55.42,437.05,2.94,217.22,597.82,6.69,69.11,1.24
9.66,413.35,173.49,8.26,193.55,2066.26,9.37,118.66,5.1
5.3,545.81,366.9,5.25,394.93,752.8,4.03,98.03,1.91
7.29,24.81,262.52,4.39,147.73,449.75,7.09,57.72,1.91
9.14,53.55,960.32,1.25,512.3,2776.29,10.7,24.16,10.54
7.15,261.1,967.86,1.95,261.45,2296.3,10.13,81.65,1.43
8.13,54.4,271.76,1.11,289.05,2308.54,2.8,80.1,4.04
7.22,312.19,176.51,4.22,742.95,1262.29,2.57,15.52,3.36
7.14,99.8,119.1,1.81,34.2,729.49,7.35,36.78,1.52
7.96,329.36,247.7,0.81,51.53,2579.31,3.27,29.83,0.48
8.22,583.93,273.42,4.08,251.47,1481.38,11.43,93.23,2.54
8.26,129.37,935.28,0.15,118.8,285.44,11.56,96.64,7.51
5.1,975.17,1069.94,1.22,200.21,2572.53,6.95,87.07,1.16
8.09,389.6,747.8,2.21,383.57,1896.98,4.64,115.41,1.36
7.82,515.08,708.95,3.73,309.63,1872.01,1.49,80.55,0.32
5.86,111.74,257.88,2.36,395.44,1006.13,17.36,112.07,1.97
8.78,116.03,250.52,3.92,136.49,1864.3,8.45,149.64,5.48
6.01,867.6,504.7,2.55,170.91,77.92,4.5,17.69,1.01
8.09,319.26,640.22,3.71,95.9,2453.56,4.9,109.87,2.15
7.64,443.88,101.37,2.64,212.75,336.98,7.55,65.56,1.6
6.86,387.15,389.18,1.7,294.89,342.84,6.15,11.5,7.63
6.05,221.36,295.96,4.85,342.67,1315.58,9.12,94.01,1.84
5.61,292.7,63.72,2.95,374.9,2612.71,6.15,171.94,1.01
6.59,621.18,273.42,2.63,318.56,2708.95,1.1,0.64,4.37
6.42,156.58,361.75,5.32,326.35,1928.49,6.74,104.31,3.56
6.55,87.99,323.44,0.91,224.48,2629.72,5.69,155.27,1.91
8.06,171.43,848.36,3.0,193.38,179.72,0.36,117.71,1.22
9.37,177.58,520.58,2.49,351.03,2544.87,15.85,122.48,3.83
7.2,360.48,161.4,0.17,85.57,1628.81,17.71,6.36,6.43
6.65,117.32,315.66,0.08,315.18,2141.78,7.92,105.23,1.78
8.73,932.49,557.24,1.46,671.37,743.92,6.95,68.3,2.22
8.21,82.66,74.83,4.33,301.64,2100.66,1.37,38.15,2.06
7.65,278.76,479.55,4.22,703.06,177.49,8.05,0.84,2.55
7.73,418.1,175.58,4.26,251.32,792.88,8.53,80.83,5.14
6.17,81.82,631.25,3.96,117.74,2472.89,6.43,168.95,0.27
6.79,517.84,237.67,3.72,111.44,822.62,3.98,198.52,5.19
7.84,322.3,233.06,0.67,270.71,2624.92,7.23,8.82,3.57
7.14,74.58,770.36,3.1,163.52,2736.63,11.64,4.77,5.08
8.05,192.65,262.26,1.99,129.35,680.4,6.43,96.35,1.03
6.83,274.0,165.27,1.32,34.8,237.39,5.68,91.5,1.35
6.01,327.77,80.26,1.62,232.68,1483.01,6.34,164.15,4.98
6.45,931.74,903.81,4.31,289.4,1365.26,10.96,59.92,4.09
8.39,44.81,1075.57,2.44,100.19,21.35,4.75,78.9,3.98
8.06,786.84,383.1,3.41,136.94,1097.38,4.34,57.35,5.33
8.04,454.76,85.14,3.68,7.87,1626.96,7.67,61.84,11.79
8.11,87.59,329.07,0.66,687.67,693.97,8.83,70.13,2.11
7.07,294.07,72.64,0.07,138.07,2585.5,6.07,169.85,3.37
7.54,89.76,202.99,2.4,330.71,1310.96,14.35,24.85,3.47
6.6,65.09,253.69,1.4,81.57,1297.87,5.6,112.45,2.82
7.1,369.28,80.54,4.47,365.14,2596.73,0.07,68.61,10.81
8.26,385.14,292.12,0.55,126.37,1178.45,6.09,93.19,1.64
7.61,64.0,99.04,1.0,147.51,1825.47,10.74,90.37,0.05
6.47,286.94,28.18,4.03,136.2,1788.5,6.39,26.35,9.97
7.72,195.84,126.76,1.04,272.76,1901.13,0.33,16.19,1.37
7.76,172.71,155.43,0.21,329.97,548.81,9.87,69.75,9.04
7.71,451.61,113.17,3.89,50.72,1909.95,10.1,189.25,1.06
8.49,139.68,105.89,2.62,277.8,1864.38,0.52,0.98,0.81
7.0,310.89,193.59,4.52,377.92,171.41,7.96,68.58,1.81
9.15,200.52,311.89,3.31,188.55,1300.72,1.57,107.58,3.0
7.81,201.84,339.7,1.66,152.79,1103.1,7.76,16.0,2.78
7.84,362.4,607.45,0.07,364.64,1465.71,9.96,76.22,1.61
7.14,880.72,130.34,3.68,267.39,1099.96,1.71,78.54,2.55
7.81,295.36,523.81,2.62,761.25,1098.73,10.82,131.64,1.1
8.83,173.47,273.42,1.82,382.93,690.49,11.83,104.09,3.68
7.23,284.68,88.32,1.48,258.09,1248.34,8.86,66.44,2.04
6.42,143.57,676.54,3.4,203.45,2476.88,8.21,122.48,2.32
6.62,281.49,296.18,2.7,393.43,1946.04,10.52,10.48,10.19
6.97,264.9,176.69,0.85,391.5,2241.11,5.41,186.91,3.24
7.23,177.11,248.82,3.22,97.69,980.7,10.11,103.15,2.35
9.43,440.84,677.66,3.59,314.53,310.17,5.11,121.79,1.45
8.11,41.72,498.85,2.99,236.8,465.28,4.66,54.19,5.21
7.2,365.3,61.29,1.2,321.71,459.22,3.42,55.24,1.29
6.25,240.9,813.79,3.01,189.93,388.08,11.84,76.01,1.52
7.3,146.56,140.98,2.55,218.66,2509.83,6.63,67.21,1.26
7.95,416.79,155.04,3.0,265.81,2552.13,6.39,90.69,12.87
6.37,16.31,222.46,3.92,217.15,2599.57,9.43,66.27,0.26
7.59,984.49,93.18,3.23,252.56,1735.83,3.95,121.01,12.45
8.07,66.67,286.14,3.73,220.7,1058.23,6.89,1.14,3.46
6.67,302.28,147.06,3.85,652.49,395.26,6.23,31.8,5.24
7.21,416.34,283.68,3.65,9.13,35334.61,1.18,39.86,0.14
6.07,433.35,498.78,4.86,282.66,2193.46,4.39,95.64,3.85
6.37,43.85,20.96,2.95,53.19,588.68,2.82,79.3,3.79
6.19,403.11,535.06,0.62,530.56,1934.24,4.46,78.75,3.11
5.31,205.14,105.78,1.8,95.83,1465.97,11.19,30.68,2.61
7.23,319.67,196.9,1.27,167.82,200.49,9.99,102.04,9.22
9.01,298.72,1087.21,0.36,282.38,2406.04,4.22,120.15,4.61
6.22,411.73,273.42,2.17,93.37,775.34,9.38,32.29,3.67
6.16,321.37,245.46,3.74,51.58,437.52,7.27,66.8,1.97
9.72,559.91,273.42,4.41,92.31,1598.91,4.65,95.73,0.0
6.66,239.81,148.77,2.22,312.14,1204.28,0.22,25.21,3.11
5.2,379.62,291.43,4.16,186.86,2118.92,3.56,178.91,5.2
7.51,304.15,264.45,4.07,164.58,2648.12,8.27,60.89,5.74
6.4,1047.54,988.1,4.36,111.47,2788.73,6.62,22.09,5.42
6.0,63.42,87.06,3.0,395.87,2653.19,10.73,18.34,1.1
5.97,383.17,805.78,0.7,150.21,1218.25,10.35,77.0,1.31
6.88,507.26,111.68,1.23,217.45,103.75,7.38,184.56,1.11
8.05,361.48,67.92,3.3,368.19,1700.73,9.23,128.32,1.02
9.56,373.4,100.68,3.66,158.34,15856.19,10.34,100.28,2.84
8.28,392.47,163.5,0.57,184.66,570.53,9.74,108.08,4.7
7.97,255.96,318.51,4.48,110.32,2430.95,8.32,96.71,1.18
7.53,193.46,241.86,0.73,364.42,2200.26,1.74,1.21,1.59
7.29,111.36,379.25,4.25,531.59,1726.44,5.12,91.41,1.59
7.88,448.45,706.42,1.15,237.83,809.69,9.23,100.71,1.01
6.46,797.65,121.11,3.06,156.53,1326.29,10.77,121.78,3.03
8.06,247.1,798.58,0.6,131.68,1632.99,5.41,67.57,5.11
8.39,219.1,284.43,1.0,290.72,803.54,4.84,186.22,1.18
8.35,66.03,1029.6,2.67,235.36,1410.405,6.98,168.81,3.5
6.07,1036.44,121.26,2.76,178.18,2275.99,7.67,56.47,4.93
6.27,266.58,398.79,0.25,362.44,822.77,9.45,77.91,1.69
7.07,144.43,393.54,1.43,73.11,2013.01,6.79,187.49,3.8
6.25,335.97,489.56,2.86,227.34,2087.58,11.33,44.21,1.31
8.4,394.01,259.68,5.94,95.95,1693.05,6.45,92.91,2.67
5.31,311.13,279.18,4.23,366.67,1521.84,9.84,5.97,4.28
6.43,105.17,229.31,4.22,149.85,1234.39,2.07,105.09,3.67
6.83,133.69,862.9,0.06,604.13,963.48,4.78,76.11,2.63
8.18,325.29,935.17,3.99,399.69,1592.16,15.55,106.84,4.15
7.15,130.8,321.09,0.74,165.95,541.79,2.16,207.4,3.52
7.61,167.3,164.04,2.23,274.86,307.07,2.67,12.4,5.45
6.31,346.08,1099.47,0.52,237.83,74.95,0.07,64.53,12.0
7.61,41.74,157.06,2.27,361.12,614.89,9.44,122.98,3.45
6.45,428.17,66.88,3.32,393.49,1589.2,1.1,12.82,4.16
8.04,434.64,254.78,4.22,321.14,2716.0,10.57,127.04,6.2
7.23,184.12,123.33,1.26,262.1,2480.73,11.16,127.81,3.51
8.41,880.66,901.02,0.15,559.61,1992.78,9.18,54.06,5.41
8.32,262.04,650.93,2.59,98.29,1081.01,11.1,70.91,1.62
8.11,156.33,96.3,1.85,81.03,2377.54,10.25,34.52,4.77
8.2,169.31,354.41,2.21,219.22,2425.96,6.33,61.91,1.32
6.31,352.36,256.55,4.4,243.65,57.95,4.3,104.83,5.31
6.1,160.9,512.72,0.61,306.43,2375.12,6.97,96.99,2.49
7.15,103.72,241.17,3.42,187.05,472.97,7.86,46.74,1.35
7.63,462.62,224.09,3.66,349.89,2274.09,5.91,25.0,3.67
6.98,52.93,306.73,4.01,221.65,2399.22,5.87,82.17,3.8
8.13,104.6,542.8,2.62,369.05,2550.62,4.99,114.64,4.27
7.45,1094.4,144.6,2.43,257.81,2384.53,4.46,93.47,5.3
7.23,393.77,737.72,0.25,125.1,2025.55,9.52,115.03,0.35
6.88,128.18,352.63,2.36,199.58,1074.8,0.7,114.49,1.14
8.4,218.8,961.58,0.46,319.74,745.73,0.72,72.47,2.72
6.2,331.91,275.76,0.11,237.16,2609.78,7.41,101.29,1.88
8.37,391.88,158.36,1.77,318.69,7969.48,8.41,225.69,1.31
6.08,430.44,239.21,1.29,52.35,2381.61,5.93,99.38,2.65
7.55,302.47,331.25,8.71,369.96,2266.26,3.54,23.43,2.45
7.23,136.88,223.62,1.08,157.08,1675.89,7.11,176.07,5.07
5.9,170.85,1014.26,0.7,284.27,2000.51,9.93,27.77,3.36
5.51,139.65,234.69,4.22,379.52,836.62,11.62,20.39,3.95
6.98,371.72,354.51,8.69,133.38,884.27,5.04,39.4,2.62
6.46,244.37,927.79,2.75,96.13,1667.22,8.23,125.4,2.79
7.23,174.33,278.25,0.87,356.59,2272.16,1.08,78.33,1.78
6.33,136.06,313.06,2.91,141.06,159.57,4.49,62.98,0.64
6.87,568.7,223.76,2.86,271.3,149.01,10.75,13.69,1.79
5.55,383.65,396.42,2.39,185.43,957.93,4.31,80.26,3.51
6.89,68.73,261.05,4.3,243.05,266.07,3.8,75.0,7.02
8.35,218.49,522.15,3.37,144.56,2038.52,7.29,89.64,1.3
7.0,209.49,381.44,4.95,323.14,35.11,17.47,96.96,1.94
6.53,467.31,102.61,0.18,263.74,1057.12,4.86,7.49,1.98
8.29,332.68,820.07,2.44,68.05,1470.89,5.11,49.19,0.37
7.87,202.1,110.27,1.26,198.55,459.57,5.13,14.38,3.94
6.93,63.81,912.01,4.44,13.64,2606.56,4.48,72.66,2.56
7.23,88.69,390.38,4.43,109.28,1899.85,2.37,64.73,1.99
6.72,472.37,374.41,0.28,70.01,869.47,5.55,51.07,1.52
7.24,115.93,379.6,0.82,105.61,764.78,10.76,144.23,4.77
7.18,307.1,1074.62,1.71,647.37,696.49,10.28,44.89,1.03
6.81,437.87,123.59,0.07,120.95,822.63,5.65,118.7,4.78
6.97,325.58,616.3,4.08,358.26,420.35,9.82,87.95,1.1
8.65,89.31,135.42,0.75,303.2,112.71,5.02,31.08,0.07
7.62,306.1,836.11,1.0,339.24,428.21,10.75,87.93,3.51
7.88,69.95,1003.34,4.29,351.05,957.06,8.11,29.12,0.41
8.44,202.11,984.36,2.39,94.63,1740.4,9.43,104.18,0.38
8.12,394.2,183.56,3.5,594.88,2665.78,5.32,64.02,4.45
8.05,283.43,268.58,2.5,211.48,758.9,11.78,87.24,1.67
8.55,73.06,86.31,2.14,443.15,1107.13,6.15,97.7,0.62
9.62,721.54,319.81,1.08,203.14,2334.0,9.09,5.5,2.4
6.14,245.35,142.94,0.37,59.37,2258.24,4.27,121.37,1.81
6.88,381.31,237.85,3.15,326.87,567.71,9.96,29.36,1.82
6.38,414.38,311.21,4.12,263.88,177.11,11.19,17.72,5.13
5.72,122.8,82.63,4.12,261.32,256.78,12.36,96.3,1.73
8.34,332.9,121.06,1.07,40.6,25.52,5.56,71.56,4.56
7.79,88.56,211.23,1.54,54.18,1883.51,6.08,10.69,3.05
7.58,268.14,374.64,2.91,569.99,1783.38,9.89,116.85,1.52
8.4,291.62,221.2,1.55,281.88,639.47,11.26,50.81,1.02
9.39,51.71,562.69,5.3,164.02,2034.27,8.83,107.85,2.99
6.57,221.64,280.12,4.38,335.39,931.23,11.53,80.51,1.27
6.74,365.67,168.05,2.88,311.82,1815.01,7.65,70.51,3.01
7.53,233.17,163.83,5.23,392.65,1603.33,7.69,97.48,4.54
5.26,2.99,214.23,2.89,279.5,733.56,5.43,83.11,1.53
6.24,304.03,130.99,1.56,74.65,1643.81,11.73,22.65,2.22
8.05,86.19,297.27,5.2,368.66,1247.22,8.05,23.89,4.68
6.71,160.54,404.36,0.1,105.8,2642.27,9.36,14.98,2.09
9.36,251.46,283.12,1.64,290.25,2370.0,4.89,99.61,2.71
7.1,684.25,613.25,6.81,279.33,1678.31,2.88,78.49,2.53
6.38,334.38,124.35,1.14,374.27,2707.0,3.58,106.4,2.43
7.26,445.27,388.15,4.19,94.14,1434.34,9.1,150.71,4.32
9.02,443.07,275.13,2.53,225.98,1325.96,9.43,109.38,13.5
6.83,1085.68,28.4,2.69,123.94,460.0,9.69,63.58,2.88
7.95,153.91,802.89,0.78,125.2,508.94,4.58,45.37,1.07
7.61,392.53,273.42,1.53,187.14,691.65,7.27,109.98,2.66
8.38,217.66,273.42,0.79,255.69,1844.54,1.61,65.93,3.32
8.47,156.49,223.75,2.59,467.77,181.75,3.56,223.23,3.42
6.71,781.75,334.57,3.1,361.45,580.88,7.67,32.5,3.69
7.82,447.92,273.42,2.56,127.82,1643.85,10.15,93.02,1.75
6.23,168.95,1004.98,3.62,145.49,2658.18,4.12,121.05,3.8
6.14,366.41,273.42,3.06,224.5,189.95,6.02,87.55,1.21
7.23,313.05,270.29,0.73,485.14,108.02,9.27,115.58,1.83
7.93,392.01,182.03,1.16,208.51,55.97,7.74,35.07,2.21
8.27,58.33,132.17,2.45,179.74,1791.72,3.35,68.81,4.04
6.3,121.97,699.49,0.94,237.83,2362.95,10.16,93.31,1.28
8.4,79.25,291.6,2.44,239.84,1410.405,4.74,152.38,2.75
7.55,323.0,222.99,1.07,265.33,1499.58,6.41,80.75,11.35
6.19,400.72,261.2,2.26,301.69,2386.9,9.9,16.09,1.57
8.64,70.35,317.87,0.01,383.27,1570.86,6.85,57.63,2.61
8.12,158.14,211.65,2.55,446.3,263.86,5.07,38.84,3.06
6.32,320.04,149.78,2.72,30.27,1943.95,8.63,35.86,0.59
7.41,94.88,369.76,1.48,395.74,2774.84,14.21,95.57,4.32
8.01,96.57,114.53,0.91,451.23,2274.58,6.02,50.9,3.77
7.44,291.59,228.28,7.06,756.19,517.33,9.72,67.05,0.48
8.08,400.2,1048.5,3.16,95.64,2118.28,11.5,63.58,1.68
8.36,316.09,1058.61,0.19,282.54,640.46,4.46,28.24,13.6
6.88,43.1,371.11,0.02,31.03,35626.06,5.34,129.22,1.25
6.54,393.59,194.12,2.88,363.93,1161.9,9.38,121.68,4.13
7.23,147.24,231.58,0.64,397.09,250.86,4.02,49.3,1.07
6.25,142.5,56.06,2.12,343.42,414.07,5.24,27.05,7.02
6.44,136.02,362.89,4.15,196.42,270.55,17.92,206.44,11.13
5.5,151.42,280.34,2.5,385.52,1066.73,4.92,106.39,13.79
8.06,165.06,183.97,3.36,159.47,712.6,4.38,57.84,10.91
8.14,118.04,740.66,4.1,650.86,951.78,11.99,6.79,5.2
6.13,222.62,101.7,0.48,258.58,1392.28,6.93,94.8,3.17
9.73,230.42,283.95,1.88,255.46,1722.28,10.71,228.03,1.36
6.74,10.45,250.42,4.1,123.26,2130.47,9.26,88.48,1.16
7.21,309.78,458.17,3.96,84.88,37.54,9.49,14.85,1.22
7.23,716.78,253.94,3.49,408.57,966.96,9.45,34.48,1.18
7.67,575.08,398.66,2.34,365.14,2675.5,9.14,44.47,4.4
7.75,268.78,153.1,1.17,295.64,345.32,6.8,47.49,1.52
7.78,418.03,953.1,2.92,348.44,1231.24,2.32,106.63,0.94
7.83,339.45,187.75,3.87,58.68,304.56,7.06,6.87,4.94
6.97,88.36,304.2,0.2,143.35,436.05,10.67,61.26,0.76
7.78,313.57,149.47,1.1,246.43,2152.51,0.75,82.18,11.64
8.44,308.12,441.85,4.05,397.78,343.1,8.8,82.35,1.71
5.56,485.28,222.89,1.6,332.36,1410.405,4.4,6.65,4.49
7.73,124.96,276.74,0.94,310.87,1711.37,4.22,125.11,1.92
6.55,876.96,133.83,0.88,389.61,470.83,9.83,56.04,0.48
8.11,101.73,93.02,0.21,87.85,47.75,10.22,26.44,2.93
8.1,488.08,360.25,7.66,204.11,12607.78,11.85,12.51,2.18
7.44,192.67,268.6,4.44,436.44,1745.92,9.42,23.54,2.74
7.65,323.8,383.67,0.59,117.77,791.17,2.62,179.77,11.92
7.72,308.67,279.43,4.46,755.34,205.63,7.93,80.8,1.57
9.26,211.76,169.59,0.95,108.9,2535.89,6.72,98.55,10.71
6.15,83.4,125.99,3.47,127.39,932.04,11.06,114.23,2.27
6.4,175.95,906.52,4.11,108.76,1410.405,3.66,11.11,0.53
9.45,380.68,77.25,0.95,341.4,1664.6,2.33,59.54,11.07
6.61,296.59,190.32,0.99,94.55,338.83,5.87,95.38,3.55
6.01,349.77,51.08,2.07,156.25,1745.45,3.66,25.35,1.87
7.92,257.79,1095.87,2.63,263.02,2027.57,11.68,76.67,1.07
6.76,316.13,95.2,1.21,209.24,382.05,2.78,60.42,5.03
6.65,132.39,268.31,0.67,148.46,2560.73,5.24,148.24,0.7
7.09,424.87,789.03,0.43,182.47,32.12,11.78,67.28,0.34
7.62,549.69,273.42,1.75,169.44,532.79,6.71,126.97,0.66
7.88,796.61,137.86,3.16,275.86,278.77,4.73,112.66,3.55
7.5,42.86,64.48,1.62,108.37,1944.96,5.45,108.76,1.26
8.17,398.12,258.29,3.58,334.73,2730.63,6.5,23.13,3.42
7.23,4.01,125.79,0.43,191.39,965.56,10.59,93.53,5.28
6.0,350.81,61.5,1.34,103.63,2158.83,4.33,41.72,1.23
7.57,274.71,750.81,4.47,384.47,2268.88,11.93,30.88,1.92
6.16,268.22,387.09,1.78,152.87,2206.43,11.83,185.03,1.86
